YEAR_MONTH,COMPANY_CODE_DESC,CUSTOMER,DIVISION_NAME,SALES,COGS,GROSS_PROFIT,OPERATING_EXPENSE,OPERATING_INCOME,NPAT,EBITDA
2022-09-01,RUNFAST GO,3000015457,Non Bulk Transport & Rental,17.3,16.8,0.6,2.2,-1.7,-2.7,0.7
2022-09-01,RUNFAST GO,3000018032,Non Bulk Transport & Rental,160.7,171.7,-11,20.6,-31.7,-47.7,-3.9
2022-09-01,RUNFAST GO,3000019518,Non Bulk Transport & Rental,83.6,66.8,16.8,10.7,6.1,-2,15.3
2022-09-01,RUNFAST GO,3000014429,Non Bulk Transport & Rental,153.1,121.2,31.9,19.8,12.1,7.9,24.4
2022-09-01,RUNFAST GO,3000020314,Non Bulk Transport & Rental,45.7,42.3,3.4,5.9,-2.5,-2.4,-0.9
2022-09-01,RUNFAST GO,3000018742,Non Bulk Transport & Rental,508.7,307,201.7,64.7,137,120.6,170.9
2022-09-01,RUNFAST GO,3000021173,Non Bulk Transport & Rental,129.8,110,19.8,16.8,3,-3.8,15.1
2022-09-01,RUNFAST GO,3000021761,Non Bulk Transport & Rental,787.8,599.5,188.3,100.7,87.6,86.2,103.6
2022-09-01,RUNFAST GO,3000013813,Non Bulk Transport & Rental,46.8,43.1,3.7,6,-2.3,-5.4,4
2022-09-01,RUNFAST GO,3000021807,Non Bulk Transport & Rental,31.4,24.2,7.2,4.1,3.2,3.1,4
2022-09-01,RUNFAST GO,3000017758,Non Bulk Transport & Rental,313.3,288.5,24.7,39.8,-15.1,-16.6,-9.9
2022-09-01,RUNFAST GO,3000022017,Non Bulk Transport & Rental,79.4,75.2,4.2,10.3,-6.1,-8.6,-1.7
2022-09-01,RUNFAST GO,3000020764,Non Bulk Transport & Rental,50.9,38.1,12.8,5.7,7.1,4.3,12.8
2022-09-01,RUNFAST GO,3000019276,Non Bulk Transport & Rental,15.4,9.9,5.5,2,3.5,2,6
2022-09-01,RUNFAST GO,3000020488,Non Bulk Transport & Rental,5.7,9,-3.3,0.7,-4,-4.1,-3.9
2022-09-01,RUNFAST GO,3000020491,Non Bulk Transport & Rental,2.8,4.3,-1.6,0.4,-1.9,-1.9,-1.9
2022-09-01,RUNFAST GO,3000022820,Non Bulk Transport & Rental,6.6,3.6,3,0.9,2.1,1.9,2.6
2022-09-01,RUNFAST GO,3000018793,Non Bulk Transport & Rental,113.8,102.6,11.2,14.6,-3.4,-3.8,-1.6
2022-09-01,RUNFAST GO,3000020798,Non Bulk Transport & Rental,0.9,0.5,0.4,0.1,0.3,0.3,0.3
2022-09-01,RUNFAST GO,3000007662,Non Bulk Transport & Rental,162.3,127.9,34.4,20.7,13.7,12.8,17.3
2022-09-01,RUNFAST GO,3000022075,Non Bulk Transport & Rental,15.6,17.1,-1.5,2,-3.6,-4.4,-0.7
2022-09-01,RUNFAST GO,3000020650,Non Bulk Transport & Rental,66.6,64.6,2,8.5,-6.5,-7.3,-3.8
2022-09-01,RUNFAST GO,3000018347,Non Bulk Transport & Rental,2.4,2.2,0.2,0.3,-0.1,-0.8,0.5
2022-09-01,RUNFAST GO,3000021825,Non Bulk Transport & Rental,4.7,2.4,2.3,0.6,1.7,1.7,1.8
2022-09-01,RUNFAST GO,3000007695,Non Bulk Transport & Rental,24.7,21.1,3.6,3.2,0.5,0.4,0.8
2022-09-01,RUNFAST GO,3000022709,Non Bulk Transport & Rental,110.6,65,45.6,14.3,31.2,27.3,38.9
2022-09-01,RUNFAST GO,3000006580,Non Bulk Transport & Rental,69.1,56.7,12.3,8.9,3.4,2.5,5.5
2022-09-01,RUNFAST GO,3000002398,Non Bulk Transport & Rental,27.8,26.5,1.2,3.5,-2.3,-2.4,-1.9
2022-09-01,RUNFAST GO,3000017014,Export Import,7.6,2.3,5.3,1,4.3,4.5,4.5
2022-09-01,RUNFAST GO,3000019640,Export Import,65.7,35.5,30.1,8.6,21.5,22.1,22.3
2022-09-01,RUNFAST GO,3000020764,Export Import,454.3,371.8,82.6,59.7,22.8,22.5,27.6
2022-09-01,RUNFAST GO,8000000520,Export Import,3.4,2.4,1,0.4,0.5,0.6,0.6
2022-09-01,RUNFAST GO,3000015223,Export Import,338.3,318.2,20.1,44.3,-24.2,-26,-20
2022-09-01,RUNFAST GO,3000020471,Export Import,10.5,6.8,3.7,1.4,2.4,2.4,2.5
2022-09-01,RUNFAST GO,3000015677,Non Bulk Transport & Rental,11.4,11,0.3,1.5,-1.2,-1.1,-1
2022-09-01,RUNFAST GO,3000001665,Export Import,48,37.5,10.4,6.3,4.1,4,4.7
2022-09-01,RUNFAST GO,3000015441,Export Import,48.3,43.2,5.1,6.3,-1.2,-1.4,-0.6
2022-09-01,RUNFAST GO,3000016783,Export Import,13.3,10.7,2.6,1.8,0.8,0.8,1
2022-09-01,RUNFAST GO,8000000526,Export Import,87.6,71.1,16.5,11.5,5,4.8,6.1
2022-09-01,RUNFAST GO,3000020382,Export Import,4.6,4.1,0.5,0.6,-0.1,-0.1,-0.1
2022-09-01,RUNFAST GO,3000022793,Export Import,2.8,2.6,0.2,0.4,-0.1,-0.1,-0.1
2022-09-01,RUNFAST GO,3000001084,Non Bulk Transport & Rental,291.1,311.3,-20.2,38,-58.1,-53.3,-33.5
2022-09-01,RUNFAST GO,3000000709,Non Bulk Transport & Rental,194.3,81.9,112.4,25.5,86.9,90.4,98.4
2022-09-01,RUNFAST GO,3000007550,Non Bulk Transport & Rental,855.5,591.1,264.4,95.8,168.5,184.6,230.8
2022-09-01,RUNFAST GO,3000021125,Non Bulk Transport & Rental,53.5,36.1,17.5,6.8,10.6,10.8,25.4
2022-09-01,RUNFAST GO,3000006108,Non Bulk Transport & Rental,128.1,98.8,29.3,16.7,12.5,-11.1,62.6
2022-09-01,RUNFAST GO,3000016576,Non Bulk Transport & Rental,1387.2,1207.9,179.3,90.2,89.1,76.4,119.8
2022-09-01,RUNFAST GO,3000006166,Non Bulk Transport & Rental,26.6,25.2,1.4,1.8,-0.4,-0.3,-0.3
2022-09-01,RUNFAST GO,3000005848,Non Bulk Transport & Rental,106,106.5,-0.5,7,-7.4,-5.9,-7.3
2022-09-01,RUNFAST GO,3000014786,Non Bulk Transport & Rental,9.7,6.9,2.7,0.6,2.1,2.5,2.1
2022-09-01,RUNFAST GO,3000012909,Non Bulk Transport & Rental,20.9,19.8,1.1,1.4,-0.3,-0.1,-0.2
2022-09-01,RUNFAST GO,3000021646,Non Bulk Transport & Rental,0.8,1.2,-0.5,0,-0.5,-0.5,-0.5
2022-09-01,RUNFAST GO,8000000015,Non Bulk Transport & Rental,0.1,0.1,0,0,0,0,0
2022-09-01,RUNFAST GO,3000004389,Bulk Transportation,37.5,29.6,7.9,5.3,2.6,1.7,2.7
2022-09-01,RUNFAST GO,3000011817,Bulk Transportation,349.6,318.1,31.5,48.9,-17.4,-17.9,-16
2022-09-01,RUNFAST GO,3000007677,Non Bulk Transport & Rental,57.4,34.1,23.4,7,16.3,17.2,16.9
2022-09-01,RUNFAST GO,3000001618,Non Bulk Transport & Rental,44,30.9,13.1,5.3,7.8,8.3,8
2022-09-01,RUNFAST GO,3000005216,Non Bulk Transport & Rental,73.9,71.3,2.7,9,-6.4,-4.1,-6.1
2022-09-01,RUNFAST GO,3000016749,Non Bulk Transport & Rental,53.9,46.1,7.8,6.6,1.2,1.8,1.4
2022-09-01,RUNFAST GO,3000018615,Non Bulk Transport & Rental,255.7,289,-33.3,31.2,-64.5,-63.1,-63.5
2022-09-01,RUNFAST GO,3000017698,Non Bulk Transport & Rental,58.4,39,19.4,7.1,12.3,12.2,12.5
2022-09-01,RUNFAST GO,3000009294,Non Bulk Transport & Rental,1.2,0.1,1.1,0.1,1,1.1,1
2022-09-01,RUNFAST GO,3000010657,Non Bulk Transport & Rental,38.6,33.5,5.1,4.7,0.5,0.7,0.6
2022-09-01,RUNFAST GO,3000015283,Export Import,2.1,1.2,0.9,0.3,0.6,0.6,0.6
2022-09-01,RUNFAST GO,3000007677,Export Import,13.8,7.8,6,1.7,4.2,4.3,4.3
2022-09-01,RUNFAST GO,3000016892,Export Import,86.1,72.4,13.7,10.8,2.8,2.9,3.2
2022-09-01,RUNFAST GO,8000000010,Export Import,300,250.6,49.4,39.2,10.2,9.3,13.8
2022-09-01,RUNFAST GO,8000000015,Export Import,72.1,56.2,16,9.3,6.7,6.5,7.2
2022-09-01,RUNFAST GO,3000005420,Export Import,136.9,121.6,15.3,16.9,-1.7,-12.4,-1.2
2022-09-01,RUNFAST GO,3000002496,Export Import,6.9,2.9,4,0.9,3.1,3.2,3.1
2022-09-01,RUNFAST GO,3000005193,Export Import,383.9,353.5,30.4,48,-17.6,-18.7,-16
2022-09-01,RUNFAST GO,3000003865,Non Bulk Transport & Rental,16.8,18.1,-1.3,2.1,-3.4,-3.2,-3.3
2022-09-01,RUNFAST GO,3000019189,Export Import,1.4,0.5,0.9,0.2,0.7,0.7,0.7
2022-09-01,RUNFAST GO,3000015441,Non Bulk Transport & Rental,24.6,16.5,8.1,2.3,5.8,5.4,7.3
2022-09-01,RUNFAST GO,3000014348,Non Bulk Transport & Rental,81.5,61.2,20.3,7.5,12.8,10.9,16.7
2022-09-01,RUNFAST GO,3000018782,Non Bulk Transport & Rental,130.3,137.3,-7,12,-18.9,-17.6,-17.6
2022-09-01,RUNFAST GO,3000020661,Non Bulk Transport & Rental,9.4,8.4,1,0.9,0.2,0.2,0.3
2022-09-01,RUNFAST GO,3000022811,Non Bulk Transport & Rental,28.6,20.8,7.8,2.6,5.2,5.2,5.5
2022-09-01,LIQUIDTANK,3000002378,Liquid Transport,228,213.3,14.7,41.7,-27,-29.7,-26.9
2022-09-01,LIQUIDTANK,3000002378,Liquid Warehouse,139.8,32,107.8,25.5,82.4,92.4,100.6
2022-09-01,LIQUIDTANK,3000021228,Liquid Warehouse,76.6,14.5,62.1,14.1,48,53.9,56.2
2022-09-01,LIQUIDTANK,3000021229,Liquid Warehouse,149.7,31.5,118.2,27.5,90.7,101.8,103
2022-09-01,LIQUIDTANK,3000021232,Liquid Warehouse,302.4,41.4,261,54.8,206.2,197.8,230
2022-09-01,LIQUIDTANK,3000021225,Liquid Warehouse,188.1,27.7,160.5,34,126.5,108.5,142.9
2022-09-01,LIQUIDTANK,3000004226,Liquid Warehouse,2.8,0,2.7,0.5,2.2,2.5,2.2
2022-09-01,LIQUIDTANK,3000011097,Liquid Warehouse,687.7,132.1,555.6,125.3,430.3,482.4,504.8
2022-09-01,LIQUIDTANK,3000022666,Liquid Warehouse,193.4,29.6,163.9,35.5,128.3,144,144.7
2022-09-01,LIQUIDTANK,3000022697,Liquid Warehouse,310.1,49.1,260.9,57,204,228.9,231.2
2022-09-01,LIQUIDTANK,3000022784,Liquid Warehouse,84.4,14.6,69.8,15.4,54.4,61,62.5
2022-09-01,LIQUIDTANK,3000002541,Liquid Warehouse,243.8,46.8,196.9,43.8,153.1,114.6,200.1
2022-09-01,LIQUIDTANK,3000021230,Liquid Warehouse,55.2,20.3,34.9,9.9,25,15.1,37.2
2022-09-01,LIQUIDTANK,3000021233,Liquid Warehouse,142.5,20.3,122.2,25.6,96.6,74.9,108.9
2022-09-01,LIQUIDTANK,3000021238,Liquid Warehouse,190,27.1,162.9,34.1,128.8,99.9,145.2
2022-09-01,STORE ALL PRO,3000004465,Package Warehouse,791,965.2,-174.2,119,-293.2,-342.3,-244.9
2022-09-01,STORE ALL PRO,3000022872,Package Warehouse,8.8,0,8.8,1.3,7.4,10.7,7.8
2022-09-01,STORE ALL PRO,3000022775,Package Warehouse,309.2,320.1,-10.9,47.1,-58,-54.9,-45.2
2022-09-01,STORE ALL PRO,3000021485,Bulk Warehouse,137,118.8,18.2,29.9,-11.7,-1.5,-7.6
2022-09-01,STORE ALL PRO,3000018793,Package Warehouse,6.6,3.5,3.1,1.6,1.5,1.5,2.4
2022-09-01,STORE ALL PRO,3000006166,Package Warehouse,48.6,42.9,5.7,11.4,-5.7,-4.5,-0.5
2022-09-01,STORE ALL PRO,3000014566,Package Warehouse,3.5,-2.6,6.1,0.8,5.3,4.8,5.6
2022-09-01,STORE ALL PRO,8000000065,Package Warehouse,5.2,4.1,1.1,1.2,-0.1,0,0.2
2022-09-01,STORE ALL PRO,3000008124,Package Warehouse,430.9,317.6,113.4,85.1,28.2,35.4,50.7
2022-09-01,RUNFAST GO,3000004560,Bulk Transportation,316.1,267.1,49,53.1,-4.2,-4.6,1
2022-09-01,RUNFAST GO,3000006126,Non Bulk Transport & Rental,6.6,5,1.6,0.9,0.7,1.8,1
2022-09-01,RUNFAST GO,3000018166,Non Bulk Transport & Rental,82.8,75.6,7.1,10.7,-3.5,-13.8,11.7
2022-09-01,RUNFAST GO,3000020184,Non Bulk Transport & Rental,2.3,1.9,0.4,0.3,0.1,0,0.2
2022-09-01,RUNFAST GO,3000016547,Export Import,5.5,2.9,2.6,0.7,1.9,2,2
2022-09-01,RUNFAST GO,3000002553,Export Import,5.2,3.9,1.3,0.7,0.6,0.6,0.7
2022-09-01,RUNFAST GO,3000008984,Export Import,241.1,164.3,76.8,37.6,39.2,42.4,41.2
2022-09-01,RUNFAST GO,8000000018,Export Import,86.6,67.4,19.1,11.3,7.8,7.7,8.9
2022-09-01,RUNFAST GO,3000018014,Export Import,191.8,125,66.8,25.2,41.5,42,43.9
2022-09-01,RUNFAST GO,3000001294,Export Import,75.2,62.5,12.7,9.9,2.8,2.5,3.7
2022-09-01,RUNFAST GO,3000017758,Export Import,31.2,27.8,3.4,4.2,-0.7,0.9,-0.4
2022-09-01,RUNFAST GO,8000000012,Export Import,59.7,55.9,3.8,7.9,-4.1,-4.5,-3.4
2022-09-01,RUNFAST GO,3000018654,Export Import,18,14.8,3.2,2.3,0.8,0.8,1
2022-09-01,RUNFAST GO,3000001105,Export Import,82.6,64.4,18.2,10.9,7.3,7.4,8.3
2022-09-01,RUNFAST GO,3000021350,Export Import,12.3,7.4,5,1.6,3.4,3.4,3.5
2022-09-01,RUNFAST GO,3000007936,Export Import,10.1,6.9,3.2,1.3,1.9,1.9,2
2022-09-01,RUNFAST GO,3000013037,Export Import,86.1,74.4,11.7,11.3,0.4,0.9,1.5
2022-09-01,RUNFAST GO,3000022029,Export Import,5.6,3.6,2,0.7,1.2,1.2,1.3
2022-09-01,RUNFAST GO,3000021448,Export Import,28,21.3,6.7,3.7,3,5.1,3.3
2022-09-01,RUNFAST GO,3000022127,Export Import,10,7.5,2.5,1.3,1.2,1.2,1.3
2022-09-01,RUNFAST GO,3000020093,Non Bulk Transport & Rental,0.8,0.7,0.2,0.1,0,0,0.1
2022-09-01,RUNFAST GO,3000007275,Export Import,2.5,0.2,2.3,0.3,2,2.3,2
2022-09-01,RUNFAST GO,3000019953,Export Import,9.9,8.3,1.7,1.3,0.4,0.3,0.5
2022-09-01,RUNFAST GO,3000022739,Export Import,1.7,1.1,0.6,0.2,0.4,0.3,0.4
2022-09-01,RUNFAST GO,3000022747,Export Import,7.3,5.2,2,1,1.1,1.1,1.2
2022-09-01,RUNFAST GO,3000016841,Export Import,27,22.7,4.3,3.6,0.8,0.5,1.1
2022-09-01,RUNFAST GO,3000018702,Non Bulk Transport & Rental,190.8,175.1,15.8,24.6,-8.8,-10.3,-5.9
2022-09-01,RUNFAST GO,3000022825,Non Bulk Transport & Rental,39.4,33.3,6.1,5.1,1,0.8,1.6
2022-09-01,RUNFAST GO,3000015715,Non Bulk Transport & Rental,24.6,22.1,2.5,1.6,0.9,1.3,0.9
2022-09-01,RUNFAST GO,3000020660,Non Bulk Transport & Rental,41.5,42.8,-1.3,2.7,-4,-3.2,-3.9
2022-09-01,RUNFAST GO,3000019518,Export Import,205.6,180.4,25.2,24.2,1,0.7,2.1
2022-09-01,RUNFAST GO,3000007370,Export Import,136.2,114.5,21.6,12.8,8.8,8.8,9.2
2022-09-01,RUNFAST GO,3000019358,Non Bulk Transport & Rental,7.3,7.6,-0.3,0.5,-0.8,-0.7,-0.8
2022-09-01,RUNFAST GO,3000021708,Non Bulk Transport & Rental,0.2,0.1,0.1,0,0.1,0,0.1
2022-09-01,RUNFAST GO,3000021766,Export Import,6,5.3,0.6,0.6,0.1,-0.1,0.1
2022-09-01,RUNFAST GO,3000022148,Export Import,11.5,9.1,2.4,1.1,1.3,1.3,1.3
2022-09-01,RUNFAST GO,3000016614,Export Import,1.9,0.1,1.7,0.2,1.6,1.8,1.6
2022-09-01,RUNFAST GO,8000000017,Non Bulk Transport & Rental,9,8,1,1.1,-0.1,-0.2,-0.1
2022-09-01,RUNFAST GO,3000007728,Non Bulk Transport & Rental,1.7,1.4,0.3,0.2,0,0,0
2022-09-01,RUNFAST GO,3000005420,Bulk Transportation,151.9,129.5,22.4,6.7,15.7,22.6,17.1
2022-09-01,RUNFAST GO,3000013716,Bulk Transportation,1285.6,1168.6,116.9,56,61,60.5,62.6
2022-09-01,RUNFAST GO,3000006119,Bulk Transportation,228.7,181.3,47.4,33.9,13.5,10.3,14.4
2022-09-01,RUNFAST GO,3000021742,Bulk Transportation,2540.3,2269.7,270.7,110,160.6,160.8,163.8
2022-09-01,RUNFAST GO,3000014772,Export Import,6.9,3.9,3,1.2,1.8,1.9,1.8
2022-10-01,STORE ALL PRO,3000004560,Bulk Warehouse,374.3,192,182.3,125.5,56.8,-406.1,79.3
2022-10-01,COMMERCE STORE,3000020794,Package Warehouse,59.5,84.2,-24.6,0.4,-25,-23.6,0.6
2022-09-01,GETAPSS,3000008124,Management Warehouse,1665,1409,256,79.5,176.5,150.7,178.6
2022-10-01,RUNFAST GO,3000022825,Non Bulk Transport & Rental,41.3,31.7,9.6,6.3,3.3,3.9,4
2022-10-01,RUNFAST GO,3000012573,Export Import,5.9,4.4,1.5,0.9,0.6,1.2,0.7
2022-09-01,LIQUIDTANK,3000021234,Liquid Trading,64.4,63.2,1.2,0,1.2,1.2,1.2
2022-09-01,COMMERCE STORE,3000022412,Package Warehouse,15,11.8,3.2,0.1,3.1,4.6,7.6
2022-09-01,COMMERCE STORE,3000020802,Package Warehouse,44,69.3,-25.3,0.3,-25.6,-20,-18.6
2022-09-01,COMMERCE STORE,8000000062,Non Bulk Transport & Rental,3.4,3.1,0.3,0,0.3,0.7,0.3
2022-09-01,COMMERCE STORE,3000020802,Non Bulk Transport & Rental,11.6,9.5,2.1,0,2.1,3.3,2.1
2022-09-01,COMMERCE STORE,3000020795,Non Bulk Transport & Rental,28.1,22.6,5.5,0,5.5,8.5,5.5
2022-09-01,COMMERCE STORE,3000021195,Non Bulk Transport & Rental,3.6,2.9,0.7,0,0.7,1,0.7
2022-09-01,COMMERCE STORE,3000021344,Non Bulk Transport & Rental,0.6,0.5,0.1,0,0.1,0.2,0.1
2022-09-01,COMMERCE STORE,3000016571,Non Bulk Transport & Rental,2.7,2.2,0.5,0,0.5,0.8,0.5
2022-09-01,COMMERCE STORE,3000020798,Non Bulk Transport & Rental,0.2,0.2,0,0,0,0.1,0
2022-09-01,COMMERCE STORE,3000018702,Non Bulk Transport & Rental,1,0.8,0.2,0,0.2,0.3,0.2
2022-09-01,COMMERCE STORE,3000022412,Non Bulk Transport & Rental,0.2,0.2,0,0,0,0,0
2022-09-01,COMMERCE STORE,3000016571,Package Warehouse,17.8,10.9,6.9,0.1,6.8,8.6,7.3
2022-09-01,COMMERCE STORE,3000018702,Package Warehouse,7.4,5.7,1.7,0,1.7,2.4,1.7
2022-09-01,COMMERCE STORE,3000020794,Package Warehouse,70.7,83.7,-13,0.4,-13.4,-6.2,10.3
2022-09-01,COMMERCE STORE,3000020795,Package Warehouse,294.7,363.4,-68.7,1.6,-70.3,-40.2,-46.8
2022-09-01,COMMERCE STORE,3000020805,Package Warehouse,8.4,11.7,-3.2,0,-3.3,-2.4,-2.6
2022-09-01,COMMERCE STORE,3000021344,Package Warehouse,24.1,10.5,13.6,0.1,13.5,15.9,13.8
2022-09-01,COMMERCE STORE,3000020798,Package Warehouse,3.8,25.2,-21.5,0,-21.5,-21.1,-21.2
2022-09-01,COMMERCE STORE,3000021391,Package Warehouse,8.2,4.5,3.7,0,3.7,4.5,3.8
2022-09-01,COMMERCE STORE,3000022063,Package Warehouse,12.2,27.1,-14.9,0.1,-15,-13.7,-12.7
2022-09-01,COMMERCE STORE,3000016547,Package Warehouse,55.3,79.7,-24.4,0.3,-24.7,-19.1,-9.2
2022-09-01,COMMERCE STORE,3000021195,Package Warehouse,71.2,45.1,26.1,0.4,25.7,32.9,37.9
2022-09-01,COMMERCE STORE,3000016547,Non Bulk Transport & Rental,3.7,3.6,0.1,0,0.1,0.5,0.1
2022-09-01,COMMERCE STORE,3000020796,Non Bulk Transport & Rental,0.4,0.3,0,0,0,0.1,0
2022-09-01,COMMERCE STORE,3000021391,Non Bulk Transport & Rental,21.5,17.4,4.1,0,4.1,6.3,4.1
2022-09-01,COMMERCE STORE,3000022063,Non Bulk Transport & Rental,6.8,5.7,1.2,0,1.2,1.9,1.2
2022-09-01,COMMERCE STORE,3000022413,Non Bulk Transport & Rental,0.1,0.1,0,0,0,0,0
2022-10-01,STORE ALL PRO,3000000709,Package Warehouse,314.8,99.3,215.5,47,168.4,-401.8,183
2022-10-01,STORE ALL PRO,3000002162,Package Warehouse,228.1,289.5,-61.5,31.6,-93.1,103.3,-84.3
2022-10-01,RUNFAST GO,3000017758,Export Import,243.6,222.5,21.2,37.3,-16.1,88.9,-13
2022-10-01,RUNFAST GO,3000015223,Export Import,195.7,180.1,15.6,30,-14.4,-50,-11.9
2022-10-01,RUNFAST GO,3000001105,Export Import,12.6,9.9,2.8,1.9,0.8,30.3,1
2022-10-01,RUNFAST GO,3000019640,Export Import,66.2,37.5,28.8,10.9,17.8,77.4,18.6
2022-10-01,RUNFAST GO,3000022029,Export Import,3.1,2.2,0.9,0.5,0.4,2.1,0.5
2022-10-01,RUNFAST GO,3000022075,Export Import,3.3,2.5,0.8,0.5,0.3,0.3,0.3
2022-10-01,RUNFAST GO,8000000018,Export Import,25.1,19.4,5.7,3.7,1.9,22.5,2.3
2022-10-01,RUNFAST GO,3000020764,Export Import,418.6,335.2,83.4,60.6,22.7,77,25.3
2022-10-01,RUNFAST GO,3000001294,Export Import,1.1,0.6,0.5,0.2,0.3,3.5,0.3
2022-10-01,RUNFAST GO,3000022857,Export Import,2.9,2.7,0.2,0.4,-0.2,-0.4,-0.2
2022-10-01,RUNFAST GO,8000000031,Export Import,3.4,2.1,1.4,0.5,0.8,1.1,0.9
2022-10-01,RUNFAST GO,3000001665,Export Import,16.7,9.7,6.9,2.5,4.4,15,4.6
2022-10-01,RUNFAST GO,3000015441,Export Import,63.3,51.5,11.8,9.6,2.2,0.6,3
2022-10-01,RUNFAST GO,3000022839,Export Import,10.1,8.3,1.8,1.6,0.2,0.1,0.4
2022-10-01,RUNFAST GO,3000021892,Bulk Transportation,0.8,1.6,-0.8,0.4,-1.2,-300.8,-1.1
2022-10-01,RUNFAST GO,3000021893,Bulk Transportation,0.2,0.4,-0.2,0.1,-0.3,-129.6,-0.3
2022-10-01,RUNFAST GO,3000021894,Bulk Transportation,3.9,7.8,-3.9,1.9,-5.8,-108,-5.7
2022-10-01,RUNFAST GO,3000014786,Non Bulk Transport & Rental,12.4,12.1,0.3,1.3,-1,-4.1,-1
2022-10-01,RUNFAST GO,3000019358,Non Bulk Transport & Rental,18.7,14.1,4.7,2,2.7,1.3,2.7
2022-10-01,RUNFAST GO,3000016749,Non Bulk Transport & Rental,65.1,51.3,13.8,10,3.9,-15.2,4.1
2022-10-01,RUNFAST GO,3000006119,Bulk Transportation,99.5,115.9,-16.4,57.7,-74.1,123,-72.8
2022-10-01,RUNFAST GO,3000007274,Bulk Transportation,68.9,58.7,10.2,7.9,2.3,18.9,2.5
2022-10-01,LIQUIDTANK,3000021228,Liquid Warehouse,73.2,16.9,56.3,12.2,44.2,48.9,56.6
2022-10-01,LIQUIDTANK,3000021232,Liquid Warehouse,298.9,37,261.9,49,213,229.8,248.9
2022-10-01,LIQUIDTANK,3000021229,Liquid Warehouse,3.5,0.1,3.4,0.6,2.8,3.1,3
2022-10-01,COMMERCE STORE,3000022412,Non Bulk Transport & Rental,4.1,4.1,0,0,0,0.5,0
2022-10-01,STORE ALL PRO,3000004561,Bulk Warehouse,315.4,250.3,65.1,105.6,-40.5,-156.7,-13.8
2022-10-01,STORE ALL PRO,3000004465,Package Warehouse,841,1008.2,-167.1,122.8,-289.9,184.3,-236.7
2022-10-01,STORE ALL PRO,3000006787,Package Warehouse,161.5,192.1,-30.5,23.7,-54.2,30.2,-44
2022-10-01,STORE ALL PRO,3000020580,Package Warehouse,302.1,240.4,61.7,43.4,18.4,-113.5,36.9
2022-10-01,STORE ALL PRO,3000000735,Package Warehouse,351.3,491.3,-140,50.7,-190.7,210.4,-149.4
2022-10-01,RUNFAST GO,3000016547,Export Import,3.2,1.7,1.4,0.5,0.9,4.7,1
2022-10-01,RUNFAST GO,3000002553,Export Import,6,4.2,1.8,0.9,0.9,4.1,1
2022-10-01,RUNFAST GO,3000008984,Export Import,156.3,110.8,45.7,29.2,16.4,-36.6,18
2022-10-01,RUNFAST GO,8000000015,Export Import,113.8,87.2,26.6,7.9,18.7,41.8,19.2
2022-10-01,RUNFAST GO,3000020471,Export Import,8.7,5.5,3.2,1.3,1.9,7.1,2
2022-10-01,RUNFAST GO,3000021350,Export Import,5.4,3.3,2.1,0.8,1.3,8.6,1.3
2022-10-01,RUNFAST GO,3000007936,Export Import,5.7,3.7,1.9,0.9,1,5.9,1.1
2022-10-01,RUNFAST GO,8000000526,Export Import,66,54,11.9,10.2,1.8,9,2.6
2022-10-01,RUNFAST GO,3000013037,Export Import,11.5,9.1,2.4,1.7,0.6,55.5,0.8
2022-10-01,RUNFAST GO,8000000019,Export Import,0.7,0.8,-0.1,0.1,-0.2,-0.7,-0.2
2022-10-01,RUNFAST GO,3000007612,Export Import,2.1,1,1.1,0.3,0.8,3.3,0.8
2022-10-01,RUNFAST GO,8000000520,Export Import,4.6,2.3,2.4,0.7,1.7,7.8,1.7
2022-10-01,RUNFAST GO,3000020382,Export Import,4,3.5,0.5,0.6,-0.1,0.5,-0.1
2022-10-01,RUNFAST GO,3000021298,Export Import,2.1,0.1,1.9,0.3,1.6,2.9,1.6
2022-10-01,RUNFAST GO,8000000525,Export Import,25.2,23.5,1.7,3.8,-2.2,-3.8,-1.9
2022-10-01,RUNFAST GO,3000018014,Export Import,222,148.7,73.3,33.8,39.5,130.7,42.3
2022-10-01,RUNFAST GO,3000022960,Export Import,20.3,17.2,3.2,3.1,0.1,-0.4,0.3
2022-10-01,RUNFAST GO,3000021044,Non Bulk Transport & Rental,2.5,2.2,0.3,0.3,0,-3.2,0
2022-10-01,RUNFAST GO,8000000015,Non Bulk Transport & Rental,0.7,0.6,0.1,0.1,0,0,0
2022-10-01,RUNFAST GO,3000004398,Non Bulk Transport & Rental,2.9,2.6,0.2,0.3,-0.1,-0.3,-0.1
2022-10-01,RUNFAST GO,8000000065,Non Bulk Transport & Rental,4.1,3.7,0.4,0.4,-0.1,-0.7,-0.1
2022-10-01,RUNFAST GO,3000015283,Export Import,2.3,1.4,0.9,0.1,0.8,0.5,0.8
2022-10-01,RUNFAST GO,3000007677,Export Import,27.2,13.7,13.4,1,12.4,7.9,12.5
2022-10-01,RUNFAST GO,3000016892,Export Import,1.9,1.2,0.7,0.1,0.6,-3.5,0.6
2022-10-01,RUNFAST GO,3000005420,Export Import,170.8,139.3,31.5,6.2,25.3,361.3,25.4
2022-10-01,RUNFAST GO,3000002496,Export Import,1.4,0.7,0.7,0.1,0.7,-2.8,0.7
2022-10-01,RUNFAST GO,8000000017,Export Import,128.1,115.4,12.7,4.6,8,12.4,8.2
